max_depth	min_split	ganancia_promedio
5	1100	390	-1	10296667
5	1100	400	-1	10296667
5	1100	405	-1	10450000
5	1100	410	-1	10450000
5	1100	420	-1	10450000
5	1100	430	-1	10530667
5	1100	435	-1	10530667
5	1100	440	-1	10528667
5	1100	445	-1	10528000
5	1100	450	-1	10526000
5	1100	460	-1	10518667
5	1100	470	-1	10510667
5	1100	480	-1	10510000
5	1100	490	-1	10505333
5	1100	500	-1	10490667
5	1110	390	-1	10296667
5	1110	400	-1	10296667
5	1110	405	-1	10450000
5	1110	410	-1	10450000
5	1110	420	-1	10450000
5	1110	430	-1	10530667
5	1110	435	-1	10530667
5	1110	440	-1	10528667
5	1110	445	-1	10528000
5	1110	450	-1	10526000
5	1110	460	-1	10518667
5	1110	470	-1	10510667
5	1110	480	-1	10510000
5	1110	490	-1	10505333
5	1110	500	-1	10490667
5	1120	390	-1	10372000
5	1120	400	-1	10372000
5	1120	405	-1	10525333
5	1120	410	-1	10525333
5	1120	420	-1	10525333
5	1120	430	-1	10606000
5	1120	435	-1	10606000
5	1120	440	-1	10604000
5	1120	445	-1	10603333
5	1120	450	-1	10601333
5	1120	460	-1	10594000
5	1120	470	-1	10586000
5	1120	480	-1	10585333
5	1120	490	-1	10580667
5	1120	500	-1	10566000
5	1130	390	-1	10372000
5	1130	400	-1	10372000
5	1130	405	-1	10525333
5	1130	410	-1	10525333
5	1130	420	-1	10525333
5	1130	430	-1	10606000
5	1130	435	-1	10606000
5	1130	440	-1	10604000
5	1130	445	-1	10603333
5	1130	450	-1	10601333
5	1130	460	-1	10594000
5	1130	470	-1	10586000
5	1130	480	-1	10585333
5	1130	490	-1	10580667
5	1130	500	-1	10566000
5	1140	390	-1	10372000
5	1140	400	-1	10372000
5	1140	405	-1	10525333
5	1140	410	-1	10525333
5	1140	420	-1	10525333
5	1140	430	-1	10606000
5	1140	435	-1	10606000
5	1140	440	-1	10604000
5	1140	445	-1	10603333
5	1140	450	-1	10601333
5	1140	460	-1	10594000
5	1140	470	-1	10586000
5	1140	480	-1	10585333
5	1140	490	-1	10580667
5	1140	500	-1	10566000
5	1150	390	-1	10372000
5	1150	400	-1	10372000
5	1150	405	-1	10525333
5	1150	410	-1	10525333
5	1150	420	-1	10525333
5	1150	430	-1	10606000
5	1150	435	-1	10606000
5	1150	440	-1	10604000
5	1150	445	-1	10603333
5	1150	450	-1	10601333
5	1150	460	-1	10594000
5	1150	470	-1	10586000
5	1150	480	-1	10585333
5	1150	490	-1	10580667
5	1150	500	-1	10566000
5	1160	390	-1	10372000
5	1160	400	-1	10372000
5	1160	405	-1	10525333
5	1160	410	-1	10525333
5	1160	420	-1	10525333
5	1160	430	-1	10606000
5	1160	435	-1	10606000
5	1160	440	-1	10604000
5	1160	445	-1	10603333
5	1160	450	-1	10601333
5	1160	460	-1	10594000
5	1160	470	-1	10586000
5	1160	480	-1	10585333
5	1160	490	-1	10580667
5	1160	500	-1	10566000
5	1170	390	-1	10372000
5	1170	400	-1	10372000
5	1170	405	-1	10525333
5	1170	410	-1	10525333
5	1170	420	-1	10525333
5	1170	430	-1	10606000
5	1170	435	-1	10606000
5	1170	440	-1	10604000
5	1170	445	-1	10603333
5	1170	450	-1	10601333
5	1170	460	-1	10594000
5	1170	470	-1	10586000
5	1170	480	-1	10585333
5	1170	490	-1	10580667
5	1170	500	-1	10566000
5	1180	390	-1	10372000
5	1180	400	-1	10372000
5	1180	405	-1	10525333
5	1180	410	-1	10525333
5	1180	420	-1	10525333
5	1180	430	-1	10606000
5	1180	435	-1	10606000
5	1180	440	-1	10604000
5	1180	445	-1	10603333
5	1180	450	-1	10601333
5	1180	460	-1	10594000
5	1180	470	-1	10586000
5	1180	480	-1	10585333
5	1180	490	-1	10580667
5	1180	500	-1	10566000
5	1190	390	-1	10372000
5	1190	400	-1	10372000
5	1190	405	-1	10525333
5	1190	410	-1	10525333
5	1190	420	-1	10525333
5	1190	430	-1	10606000
5	1190	435	-1	10606000
5	1190	440	-1	10604000
5	1190	445	-1	10603333
5	1190	450	-1	10601333
5	1190	460	-1	10594000
5	1190	470	-1	10586000
5	1190	480	-1	10585333
5	1190	490	-1	10580667
5	1190	500	-1	10566000
5	1200	390	-1	10372000
5	1200	400	-1	10372000
5	1200	405	-1	10525333
5	1200	410	-1	10525333
5	1200	420	-1	10525333
5	1200	430	-1	10606000
5	1200	435	-1	10606000
5	1200	440	-1	10604000
5	1200	445	-1	10603333
5	1200	450	-1	10601333
5	1200	460	-1	10594000
5	1200	470	-1	10586000
5	1200	480	-1	10585333
5	1200	490	-1	10580667
5	1200	500	-1	10566000
5	1210	390	-1	10356000
5	1210	400	-1	10356000
5	1210	405	-1	10509333
5	1210	410	-1	10509333
5	1210	420	-1	10509333
5	1210	430	-1	10590000
5	1210	435	-1	10590000
5	1210	440	-1	10588000
5	1210	445	-1	10587333
5	1210	450	-1	10585333
5	1210	460	-1	10578000
5	1210	470	-1	10570000
5	1210	480	-1	10569333
5	1210	490	-1	10564667
5	1210	500	-1	10553333
5	1230	390	-1	10356000
5	1230	400	-1	10356000
5	1230	405	-1	10509333
5	1230	410	-1	10509333
5	1230	420	-1	10509333
5	1230	430	-1	10590000
5	1230	435	-1	10590000
5	1230	440	-1	10588000
5	1230	445	-1	10587333
5	1230	450	-1	10585333
5	1230	460	-1	10578000
5	1230	470	-1	10570000
5	1230	480	-1	10569333
5	1230	490	-1	10564667
5	1230	500	-1	10553333
5	1240	390	-1	10356000
5	1240	400	-1	10356000
5	1240	405	-1	10509333
5	1240	410	-1	10509333
5	1240	420	-1	10509333
5	1240	430	-1	10590000
5	1240	435	-1	10590000
5	1240	440	-1	10588000
5	1240	445	-1	10587333
5	1240	450	-1	10585333
5	1240	460	-1	10578000
5	1240	470	-1	10570000
5	1240	480	-1	10569333
5	1240	490	-1	10564667
5	1240	500	-1	10553333
5	1250	390	-1	10356000
5	1250	400	-1	10356000
5	1250	405	-1	10509333
5	1250	410	-1	10509333
5	1250	420	-1	10509333
5	1250	430	-1	10590000
5	1250	435	-1	10590000
5	1250	440	-1	10588000
5	1250	445	-1	10587333
5	1250	450	-1	10585333
5	1250	460	-1	10578000
5	1250	470	-1	10570000
5	1250	480	-1	10569333
5	1250	490	-1	10564667
5	1250	500	-1	10553333
5	1260	390	-1	10356000
5	1260	400	-1	10356000
5	1260	405	-1	10509333
5	1260	410	-1	10509333
5	1260	420	-1	10509333
5	1260	430	-1	10590000
